,country,description,designation,points,price,province,region_1,region_2,variety,winery
1350,Australia,"Don't know what the residual sugar levels are for this wine, but it comes across as almost cloying, with a character reminiscent of cherry cough syrup.",Mark Davidson Three's a Crowd,80,11,Australia Other,South Eastern Australia,,Merlot-Cabernet,Tamburlaine
1351,Italy,"Warm, smoky notes of animal and farmhouse appear at first and don't leave much room for the fresh berry aromas. In fact, there's not much to look for beyond those Bretty tones.",,80,10,Tuscany,Colli della Toscana Centrale,,Red Blend,I Veroni
1352,US,"Could be a cool-climate Sauvignon Blanc, with its gooseberry, citrus and pyrazine aromas and flavors and the sour mouthfeel.",,80,10,California,California,California Other,Chardonnay,Ironstone
1353,US,"Smells like cheap Port and drinks harsh and dry, with flavors of raisins and stewed black cherries. Drinkable, but just barely.",,80,45,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Kings Mountain
1354,Italy,"“Wine for Seafood” is a Trebbiano-based wine from Italy that is redolent of mature fruit, cardboard and lemon soda. It's an awkward wine with a sweet and sticky feel and a sour aftertaste.",Wine for Seafood,80,11,Italy Other,Italy,,Trebbiano,Wine for Food
1355,Spain,"Funky, sour, gumball aromas and flavors, and then not a whole lot else. Short on character, with little to make note of other than sweaty berry flavors, tartness and bramble.",,80,10,Central Spain,Vino de la Tierra de Castilla,,Tempranillo,Terracita
1356,US,"There's a vegetal taste to the citrus fruits, and also a sugariness that gives this wine the flavor of a Chinese restaurant sweet and sour sauce.",,80,9,California,California,California Other,Pinot Grigio,Brownstone
1357,Spain,"Cherry and plum aromas lead to a choppy, rubbery-feeling palate. It tastes soupy, herbal and briney.",,80,13,Levante,Utiel-Requena,,Bobal,Dominio de la Vega
1358,Spain,"Berry and plum aromas come with hints of smoke and asphalt. The very high acidity creates a shearing mouthfeel, and the flavors never evolve past tart red plum and cranberry.",,80,9,Central Spain,La Mancha,,Tempranillo,Rojo Mojo
1359,Argentina,"This is minty green up front, with a dilute cherry aroma. It feels hollow with green flavors that override mild red-fruit notes. Herbal on the finish.",Estate Collection,80,10,Other,San Juan,,Syrah,Canoas
1360,Argentina,"This smells like citrus and rhubarb more than Malbec, with a tart, herbal palate that's high in acid and short on enjoyability.",,80,25,Mendoza Province,Mendoza,,Malbec,Black Box
1361,Spain,"This is on its last legs. It smells maderized, flat and candied, then feels heavy and drying. It tastes and smells old, finishing bitter.",Jaloco Rosado,80,10,Central Spain,Ribera del Guadiana,,Rosé,Bodegas Medina
1362,US,"Even with alcohol at 15.5%, this wine tastes overtly sweet. The combination is like melted cherry jam sprinkled with black pepper, cocoa and jalapeño pepper. Some folks will love it.",,80,20,California,Paso Robles,Central Coast,Zinfandel,Christian Lazo
1363,US,"This Zin, Syrah and Petite Sirah blend smells and tastes like Port, only not as good. Thin, dry and hot.",Genoa,80,79,California,Paso Robles,Central Coast,Red Blend,Sextant
1364,US,"This Cab is soft, overly ripe, hot and sweet, with sugary flavors of blackberries, chocolate and currants.",,80,32,California,Paso Robles,Central Coast,Cabernet Sauvignon,Sculpterra
1365,US,"Sweet as candy, hot and soft, this blend of Cabernet, Merlot and Petite Sirah has an alcohol level of 16.3%.",Maquette,80,40,California,Paso Robles,Central Coast,Red Blend,Sculpterra
1366,US,"A flawed wine, not undrinkable but not very pleasant. It has a Porty smell and tastes sweet and simple. The alcohol is 15.8%.",,80,22,California,Paso Robles,Central Coast,Mourvèdre,Minassian-Young
1367,US,"Shows the classic faults with hot country Petite Sirah, namely, heat and excessive sweetness. The alcohol is 16.5%. But it's drinkable.",,80,32,California,Paso Robles,Central Coast,Petite Sirah,Sculpterra
1368,US,"Sweet and unbalanced, but this blend of Cab, Syrah and Petite Sirah is clean, and will have its fans.",Statuesque,80,35,California,Paso Robles,Central Coast,Red Blend,Sculpterra
1369,Spain,"A dud given that this is the winery's top effort. It's green and vegetal, with ashtray aromas. More like salad than wine. Not too many wines these days are blatantly bell peppery, but this is.",Reserva Especial,80,40,Northern Spain,Navarra,,Red Blend,Señorío de Sarria
1370,Australia,"Bulletin Place is normally a pretty reliable value brand, so this year's Shiraz has to be viewed as a bit of a disappointment. There's just not enough intensity to the wine's vaguely berryish aromas and flavors before a gritty, coffee-grounds note comes in on the finish.",,80,10,Australia Other,South Eastern Australia,,Shiraz,Bulletin Place
1371,Spain,"Tan like cream soda, with a weird, faded bouquet of banana pudding and resiny oak. Soft and weakly structured except for lasting acidity, while it tastes like fermented apples and finishes on bitter walnut. A strange bird made from Sauvignon Blanc and white Tempranillo.",Peñalba López,80,22,Northern Spain,Vino de la Tierra de Castilla y León,,White Blend,Finca Torremilanos
1372,Argentina,"Smells like sweet apple pie and wax. The palate is sticky and out of balance, with papaya, vanilla and mealy white fruit flavors. Not very fresh; seems to already be turning south.",,80,17,Mendoza Province,Mendoza,,Chardonnay,Medanos
1373,US,"This is a sweet, sugary red wine, with jammy flavors of blackberries, cherries, chocolate and pepper. It's soft and almost cloying.",Vigna Della Casa Vechia,80,28,California,Santa Barbara County,Central Coast,Sangiovese,Mosby
1374,US,"With the official alcohol of 15.2%, this Zin tastes chili pepper hot and sweet, with raspberry and pepper flavors.",Crescent,80,24,California,Paso Robles,Central Coast,Zinfandel,Midnight
1375,Spain,"Significantly better in 2005. This vintage is vegetal and mildly vinegary, with pickled aromas. The palate shows decent body, but the flavors are all bramble, pickle and sharp berry. Finishes stemmy and sharp.",Al Muvedre Tinto Joven,80,15,Levante,Alicante,,Monastrell,Telmo Rodríguez
1376,US,"Tastes like sugared mashed cherries, with heat from excessively high alcohol, namely 16.1%.",Pony,80,32,California,Dry Creek Valley,Sonoma,Zinfandel,Mazzocco
1377,Spain,"Smells like canned fruit, and tastes like greens along with mealy pineapple. Falls apart on the finish. Not recommended but not lethal. Barely acceptable.",Clos Torribas Blanc de Blancs,80,10,Catalonia,Penedès,,White Blend,Pinord
1378,Spain,"Two years in a row this has been a subpar wine. Mealy nectarine aromas are barely adequate, while the palate is sour and finishes bitter. Not a foul experience, but unexciting and not really worth a look.",,80,10,Northern Spain,Rueda,,Sauvignon Blanc,Analivia
1379,Bulgaria,"Confected and soapy with exuberant baby powder and floral tones, this dry, medium-bodied Bulgarian Muskat Ottonel is an uneven, craggy wine with shriekingly high acidity.",,80,9,Bulgaria,,,Muskat Ottonel,Targovishte
1380,Argentina,"Smells like floor polish at first. Gets better with time, but still a weak wine of juicy acids, too much oak, not enough fruit and a grating finish. Does nothing to move the dial forward in terms of Argentine Chardonnay.",,80,13,Mendoza Province,Mendoza,,Chardonnay,Budini
1381,Argentina,"Smells a lot like compost and green herbs. The palate is bitter, hard and stalky, with grassy flavors and a weedy finish. Tastes burnt out, like old coffee grinds and marginal berry fruit.",Reserva,80,15,Mendoza Province,Mendoza,,Malbec,Fioravante
1382,Argentina,"Hot and horsey, and it remains forced and clumsy in the mouth. Tastes more sour than fruity, with a heavy, short, chunky finish. Drinkable only in an extreme situation.",Reserve,80,12,Mendoza Province,Mendoza,,Pinot Noir,Cavas de Chacras
1383,US,"A blend of five diverse red grapes, this lightly fruity quaffer is almost invisible as far as flavor is concerned. It hits the tongue and vanishes.",Cascade Terrace Red,80,17,Oregon,Rogue Valley,Southern Oregon,Red Blend,Agate Ridge
1384,US,"So vegetal, it's barely drinkable. Cabernets Sauvignon and Franc.",Hawk Red,80,14,California,Santa Ynez Valley,Central Coast,Red Blend,Buttonwood Farm
1385,US,"After the sulfur smell blows off, this wine remains tough in acids and tannins.",,80,18,California,Lake County,Mendocino/Lake Counties,Dolcetto,Rosa d'Oro
1386,US,"Too sweet in sugary blackberry jam to earn a higher score, but if that's your liking, go for it.",Estate Grown,80,20,California,Clear Lake,Mendocino/Lake Counties,Barbera,Rosa d'Oro
1387,Uruguay,"Not very lively or fruity. Vague aromas and flavors of nectarine and citrus are sticky, grabby and bland. Not a good rosé by any measuring stick.",Identity Tannat,80,15,Canelones,,,Rosé,Gimenez Mendez
1388,US,"A mix of disjointed impressions. Some floral notes collide with sour acids, then lead into a confected, candied finish.",,80,12,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Château Bianca
1389,US,"More woodsy than fruity, with just a few cherry notes peaking out from behind the humus and forest floor overtones. Chambourcin's off-beat personality asserts itself in the mouth, where candied notes and vanilla from oak treatment dominate. Short, slightly sharp finish.",Portfolio Collection,80,26,Pennsylvania,Pennsylvania,,Chambourcin,Chaddsford
1390,Chile,"Right off the bat this fails to impress. The nose has a chemical-like burn and weird, unfamiliar aromas. All this portends an industrial-tasting wine with odd infiltrations of butter and green vegetables. Barely acceptable.",,80,10,Central Valley,,,Carmenère,Corinto
1391,US,"Overripe and pruny-raisiny, like a cheap Port but without any sweetness, just acids and raw tannins.",Nate's Vineyard,80,24,California,Redwood Valley,Mendocino/Lake Counties,Zinfandel,Claudia Springs
1392,US,"Too oaky, with dominating caramel and smoke flavors, and also very sharp. There's a citrusy bite of acidity that detracts. Finally, the wine ends on an overripe, Porty note.",Windacre,80,35,California,Russian River Valley,Sonoma,Merlot,Merriam
1393,US,"Hot and sweet, with burnt cherry pie filling flavors.",Lot 12,80,10,California,California,California Other,Zinfandel,Grayson
1394,US,"Don't expect dryness here. The wine is distinctly sugary-sweet and that's despite a ridiculously high alcohol level of 16.5%. But people who like sweet red wines, and there are lots of them, will slurp it up.",Fox Creek Vineyard Old Vine,80,32,California,Shenandoah Valley (CA),Sierra Foothills,Zinfandel,Villa Toscano
1395,US,"Smells and tastes like caramel and stewed cherry and blackberry flavors that taste overtly sweet. However, this rustic blend of Syrah and Sangiovese may have its fans.",Scoprire,80,55,California,California,California Other,Red Blend,Millésimé
1396,US,"Too powerful in feline and gooseberry aromas and flavors, this dry, tart in-your-face Sauvignon Blanc just isn't ripe enough to recommend.",,80,18,California,Napa Valley,Napa,Sauvignon Blanc,Elizabeth Rose
1397,US,"This unoaked Sauvignon Blanc is really powerful in feline characteristics. Too powerful. Unless you like that peculiar smell and taste, it will turn you off.",,80,10,California,California,California Other,Sauvignon Blanc,Ironstone
1398,US,"Greenwood Ridge often does a good job at Sauvignon Blanc, but not this year. The wine is irritating in unripe feline flavors and it's also off-dry, with 1.9% residual sugar.",,80,18,California,Anderson Valley,Mendocino/Lake Counties,Sauvignon Blanc,Greenwood Ridge
1399,France,"Full of ripe fruit, opulent and concentrated, this is a fabulous and impressive wine. It has a beautiful line of acidity balanced with ripe fruits. The wood aging is subtle, just a hint of smokiness and toast. This is one of those wines, from a great white wine vintage, that will age many years. Drink from 2024.",,100,848,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château Haut-Brion
1400,US,"In a stunning lineup of Cayuse Syrahs, the En Chamberlin wins by a nose. It's smooth and silky, with a tongue-bending blend of flavors that include blood and iron, umami and salt, at first overtaking the pure fruit, but adding tremendous depth and power. The endless finish unfolds into a wine with exotic spices and complex layering.",En Chamberlin Vineyard,100,65,Oregon,Walla Walla Valley (OR),Oregon Other,Syrah,Cayuse
1401,Australia,"Not a Cellar Selection in the traditional sense of requiring additional aging, this venerable wine (it contains some material over 100 years old) is ready to drink now, but should hold in the bottle indefinitely. It's dark coffee-brown, with delectable aromas of rancio, pressed flowers, molasses and honey, yet despite enormous concentration avoids excessive weight. Amazingly complex and fresh on the neverending finish.",Rare,100,300,Victoria,Rutherglen,,Muscat,Chambers Rosewood Vineyards
1402,Italy,"A perfect wine from a classic vintage, the 2007 Masseto (100% Merlot from a 17-acre vineyard of the same name) opens with an unabashedly opulent bouquet of delicious blackberry, cherry, chocolate, vanilla, exotic spice and cinnamon. Masseto excels both in terms of quality of fruit and winemaking and delivers plush, velvety tannins and an extra long, supple finish. It will make a special and valuable collection to your cellar.",Masseto,100,460,Tuscany,Toscana,,Merlot,Tenuta dell'Ornellaia
